日期,股票,权益,再平衡,持有数量,持有成本,现金价值,当日盈亏,当日收益率,资产占比
2025/01/15,518880,429913.11,,70454.46,6.102,429913.11,2395.45,0.5603%,27.4681%
2025/01/15,总结,1565133.57,0,,,,900.07,0.0575%,
2025/01/16,510300,388897.19,,85396.84,4.554,388897.19,170.79,0.0439%,24.8239%
2025/01/16,511010,380170.97,,2667.44,142.523,380170.97,-64.02,-0.0168%,24.2669%
2025/01/16,511880,366234.14,,2769.95,132.217,366234.14,-24.93,-0.0068%,23.3773%
2025/01/16,518880,431322.2,,70454.46,6.122,431322.2,1409.09,0.3278%,27.5319%
2025/01/16,总结,1566624.5,0,,,,1490.93,0.0953%,
2025/01/17,510300,390007.35,,85396.84,4.567,390007.35,1110.16,0.2855%,24.8605%
2025/01/17,511010,379997.59,,2667.44,142.458,379997.59,-173.38,-0.0456%,24.2225%
2025/01/17,511880,366256.3,,2769.95,132.225,366256.3,22.16,0.0061%,23.3466%
2025/01/17,518880,432519.93,,70454.46,6.139,432519.93,1197.73,0.2777%,27.5704%
2025/01/17,总结,1568781.17,0,,,,2156.67,0.1377%,
2025/01/20,510300,391629.89,,85396.84,4.586,391629.89,1622.54,0.4160%,24.9514%
2025/01/20,511010,380026.93,,2667.44,142.469,380026.93,29.34,0.0077%,24.2122%
2025/01/20,511880,366239.68,,2769.95,132.219,366239.68,-16.62,-0.0045%,23.3337%
2025/01/20,518880,431674.48,,70454.46,6.127,431674.48,-845.45,-0.1955%,27.5027%
2025/01/20,总结,1569570.97,0,,,,789.81,0.0503%,
2025/01/21,510300,392056.87,,85396.84,4.591,392056.87,426.98,0.1090%,24.9700%
2025/01/21,511010,380106.95,,2667.44,142.499,380106.95,80.02,0.0211%,24.2089%
2025/01/21,511880,366275.69,,2769.95,132.232,366275.69,36.01,0.0098%,23.3280%
2025/01/21,518880,431674.48,,70454.46,6.127,431674.48,0.0,0.0000%,27.4932%
2025/01/21,总结,1570113.99,0,,,,543.01,0.0346%,
2025/01/22,510300,388982.58,,85396.84,4.555,388982.58,-3074.29,-0.7841%,24.7584%
2025/01/22,511010,380349.69,,2667.44,142.59,380349.69,242.74,0.0639%,24.2089%
2025/01/22,511880,366300.62,,2769.95,132.241,366300.62,24.93,0.0068%,23.3147%
2025/01/22,518880,435479.02,,70454.46,6.181,435479.02,3804.54,0.8813%,27.7179%
2025/01/22,总结,1571111.91,0,,,,997.92,0.0636%,
2025/01/23,510300,389921.95,,85396.84,4.566,389921.95,939.37,0.2415%,24.8039%
2025/01/23,511010,379912.23,,2667.44,142.426,379912.23,-437.46,-0.1150%,24.1671%
2025/01/23,511880,366284.0,,2769.95,132.235,366284.0,-16.62,-0.0045%,23.3002%
2025/01/23,518880,435901.74,,70454.46,6.187,435901.74,422.73,0.0971%,27.7288%
2025/01/23,总结,1572019.92,0,,,,908.02,0.0578%,
2025/01/24,510300,392654.65,,85396.84,4.598,392654.65,2732.7,0.7008%,24.9057%
2025/01/24,511010,379533.45,,2667.44,142.284,379533.45,-378.78,-0.0997%,24.0735%
2025/01/24,511880,366289.54,,2769.95,132.237,366289.54,5.54,0.0015%,23.2334%
2025/01/24,518880,438085.83,,70454.46,6.218,438085.83,2184.09,0.5011%,27.7874%
2025/01/24,总结,1576563.48,0,,,,4543.55,0.2890%,
2025/01/27,510300,390775.92,,85396.84,4.576,390775.92,-1878.73,-0.4785%,24.8104%
2025/01/27,511010,380845.83,,2667.44,142.776,380845.83,1312.38,0.3458%,24.1799%
2025/01/27,511880,366469.59,,2769.95,132.302,366469.59,180.05,0.0492%,23.2672%
2025/01/27,518880,436958.56,,70454.46,6.202,436958.56,-1127.27,-0.2573%,27.7425%
2025/01/27,总结,1575049.9,0,,,,-1513.57,-0.0960%,
2025/02/05,510300,389067.98,,85396.84,4.556,389067.98,-1707.94,-0.4371%,24.4702%
2025/02/05,511010,380747.14,,2667.44,142.739,380747.14,-98.7,-0.0259%,23.9468%
2025/02/05,511880,366497.29,,2769.95,132.312,366497.29,27.7,0.0076%,23.0506%
2025/02/05,518880,453656.27,,70454.46,6.439,453656.27,16697.71,3.8213%,28.5324%
2025/02/05,总结,1589968.67,0,,,,14918.77,0.9472%,
2025/02/06,510300,392910.84,,85396.84,4.601,392910.84,3842.86,0.9877%,24.6875%
2025/02/06,511010,381107.24,,2667.44,142.874,381107.24,360.1,0.0946%,23.9458%
2025/02/06,511880,366472.36,,2769.95,132.303,366472.36,-24.93,-0.0068%,23.0263%
2025/02/06,518880,451049.45,,70454.46,6.402,451049.45,-2606.82,-0.5746%,28.3404%
2025/02/06,总结,1591539.89,0,,,,1571.21,0.0988%,
2025/02/07,510300,397693.06,,85396.84,4.657,397693.06,4782.22,1.2171%,24.8966%
2025/02/07,511010,380885.84,,2667.44,142.791,380885.84,-221.4,-0.0581%,23.8444%
2025/02/07,511880,366483.44,,2769.95,132.307,366483.44,11.08,0.0030%,22.9428%
2025/02/07,518880,452317.63,,70454.46,6.42,452317.63,1268.18,0.2812%,28.3162%
2025/02/07,总结,1597379.98,0,,,,5840.08,0.3669%,
2025/02/10,510300,398034.65,,85396.84,4.661,398034.65,341.59,0.0859%,24.8149%
2025/02/10,511010,380272.33,,2667.44,142.561,380272.33,-613.51,-0.1611%,23.7075%
2025/02/10,511880,366486.21,,2769.95,132.308,366486.21,2.77,0.0008%,22.8480%
2025/02/10,518880,459222.17,,70454.46,6.518,459222.17,6904.54,1.5265%,28.6295%
2025/02/10,总结,1604015.36,0,,,,6635.39,0.4154%,
2025/02/11,510300,396668.3,,85396.84,4.645,396668.3,-1366.35,-0.3433%,24.6802%
2025/02/11,511010,380184.31,,2667.44,142.528,380184.31,-88.03,-0.0231%,23.6545%
2025/02/11,511880,366511.14,,2769.95,132.317,366511.14,24.93,0.0068%,22.8038%
2025/02/11,518880,463872.16,,70454.46,6.584,463872.16,4649.99,1.0126%,28.8615%
2025/02/11,总结,1607235.91,0,,,,3220.54,0.2008%,
2025/02/12,510300,399913.38,,85396.84,4.683,399913.38,3245.08,0.8181%,24.8820%
2025/02/12,511010,380189.64,,2667.44,142.53,380189.64,5.33,0.0014%,23.6548%
2025/02/12,511880,366505.6,,2769.95,132.315,366505.6,-5.54,-0.0015%,22.8034%
2025/02/12,518880,460631.26,,70454.46,6.538,460631.26,-3240.91,-0.6987%,28.6598%
2025/02/12,总结,1607239.88,0,,,,3.96,0.0002%,
2025/02/13,510300,399059.41,,85396.84,4.673,399059.41,-853.97,-0.2135%,24.8079%
2025/02/13,511010,380128.29,,2667.44,142.507,380128.29,-61.35,-0.0161%,23.6310%
2025/02/13,511880,366524.99,,2769.95,132.322,366524.99,19.39,0.0053%,22.7854%
2025/02/13,518880,462885.8,,70454.46,6.57,462885.8,2254.54,0.4894%,28.7757%
2025/02/13,总结,1608598.49,0,,,,1358.61,0.0845%,
2025/02/14,510300,401621.32,,85396.84,4.703,401621.32,2561.91,0.6420%,24.9009%
2025/02/14,511010,379325.39,,2667.44,142.206,379325.39,-802.9,-0.2112%,23.5186%
2025/02/14,511880,366577.62,,2769.95,132.341,366577.62,52.63,0.0144%,22.7282%
2025/02/14,518880,465351.71,,70454.46,6.605,465351.71,2465.91,0.5327%,28.8523%
2025/02/14,总结,1612876.03,0,,,,4277.55,0.2659%,
2025/02/17,510300,402219.09,,85396.84,4.71,402219.09,597.78,0.1488%,25.0538%
2025/02/17,511010,379074.65,,2667.44,142.112,379074.65,-250.74,-0.0661%,23.6122%
2025/02/17,511880,366594.24,,2769.95,132.347,366594.24,16.62,0.0045%,22.8348%
2025/02/17,518880,457531.26,,70454.46,6.494,457531.26,-7820.45,-1.6805%,28.4992%
2025/02/17,总结,1605419.25,0,,,,-7456.79,-0.4623%,
2025/02/18,510300,399742.59,,85396.84,4.681,399742.59,-2476.51,-0.6157%,24.8799%
2025/02/18,511010,378554.5,,2667.44,141.917,378554.5,-520.15,-0.1372%,23.5611%
2025/02/18,511880,366563.77,,2769.95,132.336,366563.77,-30.47,-0.0083%,22.8148%
2025/02/18,518880,461828.98,,70454.46,6.555,461828.98,4297.72,0.9393%,28.7441%
2025/02/18,总结,1606689.84,0,,,,1270.59,0.0791%,
2025/02/19,510300,401535.92,,85396.84,4.702,401535.92,1793.33,0.4486%,24.9093%
2025/02/19,511010,379034.64,,2667.44,142.097,379034.64,480.14,0.1268%,23.5135%
2025/02/19,511880,366561.0,,2769.95,132.335,366561.0,-2.77,-0.0008%,22.7397%
2025/02/19,518880,464858.53,,70454.46,6.598,464858.53,3029.54,0.6560%,28.8376%
2025/02/19,总结,1611990.09,0,,,,5300.24,0.3299%,
2025/02/20,510300,400511.16,,85396.84,4.69,400511.16,-1024.76,-0.2552%,24.8479%
2025/02/20,511010,378410.46,,2667.44,141.863,378410.46,-624.18,-0.1647%,23.4767%
2025/02/20,511880,366594.24,,2769.95,132.347,366594.24,33.24,0.0091%,22.7436%
2025/02/20,518880,466338.07,,70454.46,6.619,466338.07,1479.54,0.3183%,28.9318%
2025/02/20,总结,1611853.93,0,,,,-136.16,-0.0084%,
2025/02/21,510300,405122.59,,85396.84,4.744,405122.59,4611.43,1.1514%,25.1237%
2025/02/21,511010,378055.69,,2667.44,141.73,378055.69,-354.77,-0.0938%,23.4452%
2025/02/21,511880,366585.93,,2769.95,132.344,366585.93,-8.31,-0.0023%,22.7339%
2025/02/21,518880,462744.89,,70454.46,6.568,462744.89,-3593.18,-0.7705%,28.6972%
2025/02/21,总结,1612509.1,0,,,,655.17,0.0406%,
2025/02/24,510300,404012.43,,85396.84,4.731,404012.43,-1110.16,-0.2740%,25.0734%
2025/02/24,511010,377026.06,,2667.44,141.344,377026.06,-1029.63,-0.2723%,23.3986%
2025/02/24,511880,366621.94,,2769.95,132.357,366621.94,36.01,0.0098%,22.7529%
2025/02/24,518880,463660.8,,70454.46,6.581,463660.8,915.91,0.1979%,28.7752%
2025/02/24,总结,1611321.23,0,,,,-1187.87,-0.0737%,
2025/02/25,510300,400511.16,,85396.84,4.69,400511.16,-3501.27,-0.8666%,24.9011%
2025/02/25,511010,377530.21,,2667.44,141.533,377530.21,504.15,0.1337%,23.4723%
2025/02/25,511880,366635.79,,2769.95,132.362,366635.79,13.85,0.0038%,22.7949%
2025/02/25,518880,463731.25,,70454.46,6.582,463731.25,70.45,0.0152%,28.8317%
2025/02/25,总结,1608408.41,0,,,,-2912.82,-0.1808%,
2025/02/26,510300,403329.25,,85396.84,4.723,403329.25,2818.1,0.7036%,25.1011%
2025/02/26,511010,377562.22,,2667.44,141.545,377562.22,32.01,0.0085%,23.4975%
2025/02/26,511880,366633.02,,2769.95,132.361,366633.02,-2.77,-0.0008%,22.8173%
2025/02/26,518880,459292.62,,70454.46,6.519,459292.62,-4438.63,-0.9572%,28.5840%
2025/02/26,总结,1606817.11,0,,,,-1591.29,-0.0989%,
2025/02/27,510300,404439.41,,85396.84,4.736,404439.41,1110.16,0.2752%,25.1847%
2025/02/27,511010,377407.51,,2667.44,141.487,377407.51,-154.71,-0.0410%,23.5014%
2025/02/27,511880,366657.94,,2769.95,132.37,366657.94,24.93,0.0068%,22.8320%
2025/02/27,518880,457390.35,,70454.46,6.492,457390.35,-1902.27,-0.4142%,28.4820%
2025/02/27,总结,1605895.22,0,,,,-921.89,-0.0574%,
2025/02/28,510300,398205.44,,85396.84,4.663,398205.44,-6233.97,-1.5414%,24.9435%
2025/02/28,511010,377532.88,,2667.44,141.534,377532.88,125.37,0.0332%,23.6486%
2025/02/28,511880,366682.87,,2769.95,132.379,366682.87,24.93,0.0068%,22.9689%
2025/02/28,518880,454008.54,,70454.46,6.444,454008.54,-3381.81,-0.7394%,28.4390%
2025/02/28,总结,1596429.73,0,,,,-9465.48,-0.5894%,
2025/03/03,510300,397095.28,,85396.84,4.65,397095.28,-1110.16,-0.2788%,24.8688%
2025/03/03,511010,378455.81,,2667.44,141.88,378455.81,922.93,0.2445%,23.7015%
2025/03/03,511880,366707.8,,2769.95,132.388,366707.8,24.93,0.0068%,22.9657%
2025/03/03,518880,454501.72,,70454.46,6.451,454501.72,493.18,0.1086%,28.4640%
2025/03/03,总结,1596760.62,0,,,,330.88,0.0207%,
2025/03/04,510300,396753.7,,85396.84,4.646,396753.7,-341.59,-0.0860%,24.8002%
2025/03/04,511010,378439.8,,2667.44,141.874,378439.8,-16.0,-0.0042%,23.6555%
2025/03/04,511880,366721.65,,2769.95,132.393,366721.65,13.85,0.0038%,22.9230%
2025/03/04,518880,457883.53,,70454.46,6.499,457883.53,3381.81,0.7441%,28.6213%
2025/03/04,总结,1599798.69,0,,,,3038.07,0.1903%,
2025/03/05,510300,398205.44,,85396.84,4.663,398205.44,1451.75,0.3659%,24.8175%
2025/03/05,511010,378311.77,,2667.44,141.826,378311.77,-128.04,-0.0338%,23.5777%
2025/03/05,511880,366749.35,,2769.95,132.403,366749.35,27.7,0.0076%,22.8571%
2025/03/05,518880,461265.35,,70454.46,6.547,461265.35,3381.81,0.7386%,28.7477%
2025/03/05,总结,1604531.91,0,,,,4733.22,0.2959%,
2025/03/06,510300,402902.27,,85396.84,4.718,402902.27,4696.83,1.1795%,25.0559%
2025/03/06,511010,377967.67,,2667.44,141.697,377967.67,-344.1,-0.0910%,23.5052%
2025/03/06,511880,366724.42,,2769.95,132.394,366724.42,-24.93,-0.0068%,22.8060%
2025/03/06,518880,460419.9,,70454.46,6.535,460419.9,-845.45,-0.1833%,28.6328%
2025/03/06,总结,1608014.26,0,,,,3482.35,0.2170%,
2025/03/07,510300,402048.3,,85396.84,4.708,402048.3,-853.97,-0.2120%,25.0372%
2025/03/07,511010,377220.79,,2667.44,141.417,377220.79,-746.88,-0.1976%,23.4911%
2025/03/07,511880,366749.35,,2769.95,132.403,366749.35,24.93,0.0068%,22.8390%
2025/03/07,518880,459785.81,,70454.46,6.526,459785.81,-634.09,-0.1377%,28.6327%
2025/03/07,总结,1605804.25,0,,,,-2210.01,-0.1374%,
2025/03/10,510300,400681.95,,85396.84,4.692,400681.95,-1366.35,-0.3398%,24.9629%
2025/03/10,511010,376601.94,,2667.44,141.185,376601.94,-618.85,-0.1641%,23.4627%
2025/03/10,511880,366768.74,,2769.95,132.41,366768.74,19.39,0.0053%,22.8501%
2025/03/10,518880,461053.99,,70454.46,6.544,461053.99,1268.18,0.2758%,28.7242%
2025/03/10,总结,1605106.62,0,,,,-697.63,-0.0434%,
2025/03/11,510300,401706.71,,85396.84,4.704,401706.71,1024.76,0.2558%,25.0669%
2025/03/11,511010,375737.69,,2667.44,140.861,375737.69,-864.25,-0.2295%,23.4464%
2025/03/11,511880,366788.13,,2769.95,132.417,366788.13,19.39,0.0053%,22.8879%
2025/03/11,518880,458306.26,,70454.46,6.505,458306.26,-2747.72,-0.5960%,28.5988%
2025/03/11,总结,1602538.8,0,,,,-2567.82,-0.1600%,
2025/03/12,510300,400852.74,,85396.84,4.694,400852.74,-853.97,-0.2126%,24.9833%
2025/03/12,511010,377050.07,,2667.44,141.353,377050.07,1312.38,0.3493%,23.4998%
2025/03/12,511880,366796.44,,2769.95,132.42,366796.44,8.31,0.0023%,22.8607%
2025/03/12,518880,459785.81,,70454.46,6.526,459785.81,1479.54,0.3228%,28.6563%
2025/03/12,总结,1604485.06,0,,,,1946.26,0.1214%,
2025/03/13,510300,399144.81,,85396.84,4.674,399144.81,-1707.94,-0.4261%,24.8484%
2025/03/13,511010,377098.08,,2667.44,141.371,377098.08,48.01,0.0127%,23.4759%
2025/03/13,511880,366840.76,,2769.95,132.436,366840.76,44.32,0.0121%,22.8373%
2025/03/13,518880,463238.07,,70454.46,6.575,463238.07,3452.27,0.7508%,28.8384%
2025/03/13,总结,1606321.73,0,,,,1836.66,0.1145%,
2025/03/14,510300,407769.89,,85396.84,4.775,407769.89,8625.08,2.1609%,25.1438%
2025/03/14,511010,377031.4,,2667.44,141.346,377031.4,-66.69,-0.0177%,23.2484%
2025/03/14,511880,366807.52,,2769.95,132.424,366807.52,-33.24,-0.0091%,22.6180%
2025/03/14,518880,470142.61,,70454.46,6.673,470142.61,6904.54,1.4905%,28.9898%
2025/03/14,总结,1621751.42,0,,,,15429.69,0.9606%,
2025/03/17,510300,406745.13,,85396.84,4.763,406745.13,-1024.76,-0.2513%,25.1039%
2025/03/17,511010,376265.84,,2667.44,141.059,376265.84,-765.55,-0.2030%,23.2227%
2025/03/17,511880,366813.06,,2769.95,132.426,366813.06,5.54,0.0015%,22.6393%
2025/03/17,518880,470424.43,,70454.46,6.677,470424.43,281.82,0.0599%,29.0341%
2025/03/17,总结,1620248.46,0,,,,-1502.95,-0.0927%,
2025/03/18,510300,407513.7,,85396.84,4.772,407513.7,768.57,0.1890%,25.0811%
2025/03/18,511010,376535.26,,2667.44,141.16,376535.26,269.41,0.0716%,23.1744%
2025/03/18,511880,366790.9,,2769.95,132.418,366790.9,-22.16,-0.0060%,22.5747%
2025/03/18,518880,473947.15,,70454.46,6.727,473947.15,3522.72,0.7488%,29.1698%
2025/03/18,总结,1624787.01,0,,,,4538.54,0.2801%,
2025/03/19,510300,408026.08,,85396.84,4.778,408026.08,512.38,0.1257%,25.0284%
2025/03/19,511010,376300.52,,2667.44,141.072,376300.52,-234.73,-0.0623%,23.0824%
2025/03/19,511880,366832.45,,2769.95,132.433,366832.45,41.55,0.0113%,22.5016%
2025/03/19,518880,479090.33,,70454.46,6.8,479090.33,5143.18,1.0852%,29.3875%
2025/03/19,总结,1630249.38,0,,,,5462.38,0.3362%,
2025/03/20,510300,405207.98,,85396.84,4.745,405207.98,-2818.1,-0.6907%,24.8832%
2025/03/20,511010,376761.99,,2667.44,141.245,376761.99,461.47,0.1226%,23.1364%
2025/03/20,511880,366885.08,,2769.95,132.452,366885.08,52.63,0.0143%,22.5299%
2025/03/20,518880,479583.51,,70454.46,6.807,479583.51,493.18,0.1029%,29.4505%
2025/03/20,总结,1628438.56,0,,,,-1810.82,-0.1111%,
2025/03/21,510300,399571.79,,85396.84,4.679,399571.79,-5636.19,-1.3909%,24.6585%
2025/03/21,511010,376620.61,,2667.44,141.192,376620.61,-141.37,-0.0375%,23.2421%
2025/03/21,511880,366973.72,,2769.95,132.484,366973.72,88.64,0.0242%,22.6468%
2025/03/21,518880,477258.51,,70454.46,6.774,477258.51,-2325.0,-0.4848%,29.4527%
2025/03/21,总结,1620424.64,0,,,,-8013.92,-0.4921%,
2025/03/24,510300,401023.54,,85396.84,4.696,401023.54,1451.75,0.3633%,24.7219%
2025/03/24,511010,376439.23,,2667.44,141.124,376439.23,-181.39,-0.0482%,23.2063%
2025/03/24,511880,366995.88,,2769.95,132.492,366995.88,22.16,0.0060%,22.6242%
2025/03/24,518880,477681.24,,70454.46,6.78,477681.24,422.73,0.0886%,29.4476%
2025/03/24,总结,1622139.88,0,,,,1715.25,0.1059%,
2025/03/25,510300,401194.33,,85396.84,4.698,401194.33,170.79,0.0426%,24.7287%
2025/03/25,511010,376900.69,,2667.44,141.297,376900.69,461.47,0.1226%,23.2313%
2025/03/25,511880,367031.89,,2769.95,132.505,367031.89,36.01,0.0098%,22.6230%
2025/03/25,518880,477258.51,,70454.46,6.774,477258.51,-422.73,-0.0885%,29.4171%
2025/03/25,总结,1622385.43,0,,,,245.54,0.0151%,
2025/03/26,510300,399827.98,,85396.84,4.682,399827.98,-1366.35,-0.3406%,24.6369%
2025/03/26,511010,377324.82,,2667.44,141.456,377324.82,424.12,0.1125%,23.2503%
2025/03/26,511880,366990.34,,2769.95,132.49,366990.34,-41.55,-0.0113%,22.6135%
2025/03/26,518880,478738.05,,70454.46,6.795,478738.05,1479.54,0.3100%,29.4993%
2025/03/26,总结,1622881.19,0,,,,495.76,0.0306%,
2025/03/27,510300,401023.54,,85396.84,4.696,401023.54,1195.56,0.2990%,24.6727%
2025/03/27,511010,377460.86,,2667.44,141.507,377460.86,136.04,0.0361%,23.2230%
2025/03/27,511880,366954.33,,2769.95,132.477,366954.33,-36.01,-0.0098%,22.5766%
2025/03/27,518880,479935.78,,70454.46,6.812,479935.78,1197.73,0.2502%,29.5277%
2025/03/27,总结,1625374.5,0,,,,2493.32,0.1536%,
2025/03/28,510300,399401.0,,85396.84,4.677,399401.0,-1622.54,-0.4046%,24.4650%
2025/03/28,511010,377380.83,,2667.44,141.477,377380.83,-80.02,-0.0212%,23.1161%
2025/03/28,511880,366948.79,,2769.95,132.475,366948.79,-5.54,-0.0015%,22.4771%
2025/03/28,518880,488813.04,,70454.46,6.938,488813.04,8877.26,1.8497%,29.9418%
2025/03/28,总结,1632543.66,0,,,,7169.16,0.4411%,
2025/03/31,510300,408925.12,,87884.19,4.653,408925.12,9524.12,2.3846%,25.0000%
2025/03/31,511010,408925.12,,2890.6,141.467,408925.12,31544.29,8.3587%,25.0000%
2025/03/31,511880,408925.12,,3086.65,132.482,408925.12,41976.33,11.4393%,25.0000%
2025/03/31,518880,408925.12,,58317.9,7.012,408925.12,-79887.92,-16.3432%,25.0000%
2025/03/31,总结,1635700.48,1,,,,3156.82,0.1934%,
2025/04/01,510300,408749.35,,87884.19,4.651,408749.35,-175.77,-0.0430%,24.9521%
2025/04/01,511010,408904.89,,2890.6,141.46,408904.89,-20.23,-0.0049%,24.9616%
2025/04/01,511880,408989.94,,3086.65,132.503,408989.94,64.82,0.0159%,24.9668%
2025/04/01,518880,411491.11,,58317.9,7.056,411491.11,2565.99,0.6275%,25.1195%
2025/04/01,总结,1638135.29,0,,,,2434.81,0.1489%,
2025/04/02,510300,408485.7,,87884.19,4.648,408485.7,-263.65,-0.0645%,24.9592%
2025/04/02,511010,409199.73,,2890.6,141.562,409199.73,294.84,0.0721%,25.0028%
2025/04/02,511880,409014.63,,3086.65,132.511,409014.63,24.69,0.0060%,24.9915%
2025/04/02,518880,409916.53,,58317.9,7.029,409916.53,-1574.58,-0.3827%,25.0466%
2025/04/02,总结,1636616.59,0,,,,-1518.7,-0.0927%,
2025/04/03,510300,406728.02,,87884.19,4.628,406728.02,-1757.68,-0.4303%,24.7983%
2025/04/03,511010,410679.72,,2890.6,142.074,410679.72,1479.99,0.3617%,25.0392%
2025/04/03,511880,409030.07,,3086.65,132.516,409030.07,15.43,0.0038%,24.9387%
2025/04/03,518880,413707.19,,58317.9,7.094,413707.19,3790.66,0.9247%,25.2238%
2025/04/03,总结,1640144.99,0,,,,3528.4,0.2156%,
2025/04/07,510300,383526.59,,87884.19,4.364,383526.59,-23201.43,-5.7044%,23.8885%
2025/04/07,511010,411902.44,,2890.6,142.497,411902.44,1222.73,0.2977%,25.6560%
2025/04/07,511880,409002.29,,3086.65,132.507,409002.29,-27.78,-0.0068%,25.4753%
2025/04/07,518880,401052.2,,58317.9,6.877,401052.2,-12654.98,-3.0589%,24.9802%
2025/04/07,总结,1605483.53,0,,,,-34661.46,-2.1133%,
2025/04/08,510300,386602.54,,87884.19,4.399,386602.54,3075.95,0.8020%,23.9969%
2025/04/08,511010,411572.91,,2890.6,142.383,411572.91,-329.53,-0.0800%,25.5468%
2025/04/08,511880,409026.98,,3086.65,132.515,409026.98,24.69,0.0060%,25.3888%
2025/04/08,518880,403851.46,,58317.9,6.925,403851.46,2799.26,0.6980%,25.0675%
2025/04/08,总结,1611053.9,0,,,,5570.37,0.3470%,
2025/04/09,510300,389766.37,,87884.19,4.435,389766.37,3163.83,0.8184%,24.0665%
2025/04/09,511010,411807.05,,2890.6,142.464,411807.05,234.14,0.0569%,25.4274%
2025/04/09,511880,409042.41,,3086.65,132.52,409042.41,15.43,0.0038%,25.2567%
2025/04/09,518880,408925.12,,58317.9,7.012,408925.12,5073.66,1.2563%,25.2494%
2025/04/09,总结,1619540.96,0,,,,8487.06,0.5268%,
2025/04/10,510300,395303.07,,87884.19,4.498,395303.07,5536.7,1.4205%,24.1873%
2025/04/10,511010,412194.39,,2890.6,142.598,412194.39,387.34,0.0941%,25.2209%
2025/04/10,511880,409051.67,,3086.65,132.523,409051.67,9.26,0.0023%,25.0286%
2025/04/10,518880,417789.44,,58317.9,7.164,417789.44,8864.32,2.1677%,25.5632%
2025/04/10,总结,1634338.58,0,,,,14797.62,0.9137%,
2025/04/11,510300,396269.8,,87884.19,4.509,396269.8,966.73,0.2446%,24.1360%
2025/04/11,511010,412330.25,,2890.6,142.645,412330.25,135.86,0.0330%,25.1142%
2025/04/11,511880,409073.28,,3086.65,132.53,409073.28,21.61,0.0053%,24.9159%
2025/04/11,518880,424146.09,,58317.9,7.273,424146.09,6356.65,1.5215%,25.8339%
2025/04/11,总结,1641819.42,0,,,,7480.85,0.4577%,
2025/04/14,510300,396972.87,,87884.19,4.517,396972.87,703.07,0.1774%,24.1271%
2025/04/14,511010,411977.6,,2890.6,142.523,411977.6,-352.65,-0.0855%,25.0390%
2025/04/14,511880,409094.89,,3086.65,132.537,409094.89,21.61,0.0053%,24.8638%
2025/04/14,518880,427295.26,,58317.9,7.327,427295.26,3149.17,0.7425%,25.9700%
2025/04/14,总结,1645340.62,0,,,,3521.2,0.2145%,
2025/04/15,510300,397236.52,,87884.19,4.52,397236.52,263.65,0.0664%,24.1404%
2025/04/15,511010,411986.27,,2890.6,142.526,411986.27,8.67,0.0021%,25.0368%
2025/04/15,511880,409122.67,,3086.65,132.546,409122.67,27.78,0.0068%,24.8628%
2025/04/15,518880,427178.62,,58317.9,7.325,427178.62,-116.64,-0.0273%,25.9600%
2025/04/15,总结,1645524.09,0,,,,183.46,0.0112%,
2025/04/16,510300,398027.48,,87884.19,4.529,398027.48,790.96,0.1991%,24.0202%
2025/04/16,511010,412327.36,,2890.6,142.644,412327.36,341.09,0.0828%,24.8832%
2025/04/16,511880,409138.1,,3086.65,132.551,409138.1,15.43,0.0038%,24.6907%
2025/04/16,518880,437559.21,,58317.9,7.503,437559.21,10380.59,2.4300%,26.4059%
2025/04/16,总结,1657052.15,0,,,,11528.07,0.7006%,
2025/04/17,510300,398291.13,,87884.19,4.532,398291.13,263.65,0.0662%,23.9838%
2025/04/17,511010,412072.99,,2890.6,142.556,412072.99,-254.37,-0.0617%,24.8137%
2025/04/17,511880,409125.75,,3086.65,132.547,409125.75,-12.35,-0.0030%,24.6363%
2025/04/17,518880,441174.92,,58317.9,7.565,441174.92,3615.71,0.8263%,26.5662%
2025/04/17,总结,1660664.8,0,,,,3612.64,0.2180%,
2025/04/18,510300,399169.98,,87884.19,4.542,399169.98,878.84,0.2207%,24.0110%
2025/04/18,511010,411902.44,,2890.6,142.497,411902.44,-170.55,-0.0414%,24.7769%
2025/04/18,511880,409147.36,,3086.65,132.554,409147.36,21.61,0.0053%,24.6112%
2025/04/18,518880,442224.64,,58317.9,7.583,442224.64,1049.72,0.2379%,26.6009%
2025/04/18,总结,1662444.42,0,,,,1779.62,0.1072%,
2025/04/21,510300,399345.74,,87884.19,4.544,399345.74,175.77,0.0440%,23.9059%
2025/04/21,511010,411561.35,,2890.6,142.379,411561.35,-341.09,-0.0828%,24.6371%
2025/04/21,511880,409138.1,,3086.65,132.551,409138.1,-9.26,-0.0023%,24.4921%
2025/04/21,518880,450447.47,,58317.9,7.724,450447.47,8222.82,1.8594%,26.9649%
2025/04/21,总结,1670492.66,0,,,,8048.24,0.4841%,
2025/04/22,510300,399609.4,,87884.19,4.547,399609.4,263.65,0.0660%,23.7021%
2025/04/22,511010,411708.77,,2890.6,142.43,411708.77,147.42,0.0358%,24.4198%
2025/04/22,511880,409153.53,,3086.65,132.556,409153.53,15.43,0.0038%,24.2682%
2025/04/22,518880,465493.48,,58317.9,7.982,465493.48,15046.02,3.3402%,27.6099%
2025/04/22,总结,1685965.19,0,,,,15472.52,0.9262%,
2025/04/23,510300,399960.93,,87884.19,4.551,399960.93,351.54,0.0880%,24.1255%
2025/04/23,511010,411335.89,,2890.6,142.301,411335.89,-372.89,-0.0906%,24.8116%
